,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2018 PRICE VAR [%]
GLAD,39233000.0,0.0031,32799000.0,3047000.0,4124440.0,29752000.0,17180000.0,17180000.0,17180000.0,0.67,0.67,26115470.0,25495117.0,0.836,0.516,0.5162,0.438,20253000.0,20253000.0,17180000.0,0.4379,0.4379,5270000.0,6558000.0,11355000.0,0.0,365860000.0,2742000.0,146210000.0,-128624000.0,219650000.0,219000.0,0.0,-13026000.0,0.0,0.0,11738000.0,-1288000.0,-13026000.0,0.10723500792653,4.1411378555799,3.0474106491612,1.9219547775346,0.0704,-0.7582,0.0777,0.0,365860000.0,-122976000.0,0.0506,0.4197,0.0788,0.5114,0.3673,0.3673,0.0989,-1.217,0.0904,-0.1631,Financial Services,0,-13.631470324785028
UFCS,1052737000.0,0.0566,327024000.0,311374000.0,311374000.0,15650000.0,21803000.0,51023000.0,51023000.0,2.03,1.99,24877643.0,25103720.0,0.3106,0.025,0.0207,0.048,26377000.0,21803000.0,51023000.0,0.0207,0.0485,95562000.0,95737000.0,2114041000.0,68992000.0,4183431000.0,3204105000.0,3210058000.0,608700000.0,973373000.0,3204105000.0,4574000.0,170094000.0,-17158000.0,-61985000.0,-107549000.0,560000.0,152936000.0,0.25164440383981,0.65979142381414,0.15330115586100002,0.029824865289995,0.0448,3.3337,0.2958,-3.7512,4159460000.0,-1096017000.0,-0.0492,-0.6259,-0.7278,0.0224,0.0305,0.0311,-0.0092,-0.2066,0.0317,0.0871,Financial Services,1,31.815087620412825
BBN,115280000.0,0.199,114546000.0,809113405.9172217,1148513122.5742679,391000.0,401000.0,339680483.3679877,347856641.0809938,0.01,0.01,57000000.0,130783919.19353797,0.9936,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.0035,0.0944915638080014,4000000.0,31000000.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-41000000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,126000000.0,-91138646.95378238,-580086549.8434863,-126000000.0,0.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.2007,0.21337782640949543,-0.9983,0.033284151824817414,-0.9976,-0.9976,0.0,1.4231,0.14458343188405798,0.10215001497005988,Financial Services,0,-2.683501650711413
NZF,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-6.4250497032635225
CBU,507114000.0,0.2033,507114000.0,281613000.0,347149000.0,159965000.0,159965000.0,150717000.0,150717000.0,3.07,3.03,50609149.0,50609149.0,1.0,0.381,0.3154,0.297,193429000.0,159965000.0,150717000.0,0.3154,0.2972,221038000.0,224903000.0,263456000.0,123393000.0,10746198000.0,8904336000.0,9110883000.0,700557000.0,1635315000.0,8904336000.0,33464000.0,189674000.0,-10819000.0,131371000.0,-273864000.0,47181000.0,178855000.0,0.047190085274810986,0.03346421244006233,0.029320546753851,0.024823636484517003,0.057,1.2585,0.5553,-0.3233,9921110000.0,-8847427000.0,0.2033,0.0347,0.0347,0.4518,0.312,0.306,0.1121,0.397,0.24,0.1887,Financial Services,1,10.810363428483463
EVM,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-9.578745379990892
VKI,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-7.653740270961323
TBK,184712000.0,0.4588,184712000.0,94598000.0,123614000.0,61098000.0,61098000.0,36220000.0,35446000.0,1.85,1.81,20820900.0,20820900.0,1.0,0.381,0.3308,0.192,70300000.0,61098000.0,36220000.0,0.3308,0.1961,134129000.0,134129000.0,215002000.0,62861000.0,3499033000.0,2632836000.0,3107335000.0,119356000.0,391698000.0,2632836000.0,9202000.0,47273000.0,-7953000.0,-379771000.0,352113000.0,19615000.0,39320000.0,0.052789442111578,0.08166175181439303,0.050944684742992005,0.050944684742992005,0.0563,1.3337,0.5121,-0.8643,3435255000.0,-2892333000.0,0.4588,0.8233,0.8233,0.789,0.6667,0.6455,0.1078,0.5258,0.3249,0.3316,Financial Services,0,-9.589034573816429
PFSI,955463000.0,0.0253,837767000.0,480741000.0,501858000.0,335909000.0,125144000.0,100757000.0,100757000.0,4.34,4.03,23288705.0,23199000.0,0.8768,0.14,0.131,0.105,133539000.0,125144000.0,311522000.0,0.131,0.1055,37725000.0,207725000.0,4925682000.0,29453000.0,7368093000.0,4229941000.0,5648419000.0,265306000.0,469411000.0,3939789000.0,8395000.0,-94761760.0,-23783000.0,-339231000.0,1161174000.0,-61469000.0,-372495930.0,0.12967575192116,1.1644800719443,0.05551945050770201,0.014130549870128798,0.170075,-7.330236,0.5031,-2.833,7342364000.0,-722737000.0,-0.0098,0.1155,-0.1231,0.5248,0.4564,0.3707,-0.077762,0.0585,0.4352,0.0914,Financial Services,0,-6.8459593913211405
DSE,0.0,0.8546,0.0,809113405.9172217,1148513122.5742679,-25403000.0,-25403000.0,339680483.3679877,347856641.0809938,-0.97,-0.97,26148000.0,130783919.19353797,1.0,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.7228839999999992,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-195383000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,16000000.0,-91138646.95378238,-580086549.8434863,-16000000.0,0.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.8489,0.21337782640949543,-2.2151,0.033284151824817414,-2.2125,-2.2125,0.0028,-0.5897,0.14458343188405798,0.10215001497005988,Financial Services,0,-27.19291212799527
FIBK,480600000.0,0.1829,480600000.0,219300000.0,317100000.0,163500000.0,156700000.0,106500000.0,106500000.0,2.07,2.05,56455888.0,56455888.0,1.0,0.364,0.3261,0.222,175100000.0,156700000.0,106500000.0,0.3261,0.2216,758900000.0,758900000.0,862400000.0,241900000.0,12213300000.0,10690100000.0,10785700000.0,752600000.0,1427600000.0,10603500000.0,18400000.0,154600000.0,-11000000.0,-130600000.0,-47100000.0,-23100000.0,143600000.0,0.039350544078996,0.080672772004004,0.07099091682959,0.07099091682959,0.0515,1.4516,0.4563,-0.5978,11694700000.0,-9923300000.0,0.1829,0.0785,0.0878,0.1129,-0.0372,-0.0376,0.1557,0.3102,0.3475,0.14400000000000002,Financial Services,0,-6.574664982215589
EDD,0.0,0.8211,0.0,809113405.9172217,1148513122.5742679,30439000.0,30219000.0,339680483.3679877,347856641.0809938,0.45,0.45,67126000.0,130783919.19353797,1.0,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,-1.3737,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-145771000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,80000000.0,-91138646.95378238,-580086549.8434863,-79000000.0,938929045.7406827,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.7601,0.21337782640949543,-0.3524,0.033284151824817414,-0.3571,-0.3571,0.0,1.0,0.14458343188405798,0.10215001497005988,Financial Services,0,-14.75593119940006
FEI,26904000.0,1.4992,12264000.0,809113405.9172217,1148513122.5742679,17224000.0,17224000.0,339680483.3679877,347856641.0809938,0.34,0.34,46638000.0,130783919.19353797,0.4558,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.6402,0.0944915638080014,25035000.0,25035000.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-31841000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,50000000.0,-91138646.95378238,-580086549.8434863,-34000000.0,15000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,1.1846,0.21337782640949543,1.7646,0.033284151824817414,1.7234,1.7234,0.0253,-0.5652,0.14458343188405798,0.10215001497005988,Financial Services,0,-31.59215642477452
MCA,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-9.131029022969145
SRV,1637000.0,1.0469,0.0,809113405.9172217,1148513122.5742679,-1744000.0,-10702000.0,339680483.3679877,347856641.0809938,-1.73,-1.73,6734000.0,130783919.19353797,1.0,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,-6.5376,0.0944915638080014,812705932.1578646,597900.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-167274000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,23000000.0,-91138646.95378238,-580086549.8434863,-23000000.0,0.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.9543,0.033284151824817414,-1.7972,-1.7972,0.0,4.897032000000001,0.14458343188405798,0.10215001497005988,Financial Services,0,-23.301508382755948
ETO,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-18.714725805718345
FFIN,321174000.0,0.0643,321174000.0,129625000.0,173986000.0,147188000.0,147188000.0,120371000.0,120371000.0,0.91,0.905,132452114.0,132452114.0,1.0,0.498,0.4583,0.375,160104000.0,147188000.0,120371000.0,0.4583,0.3748,373805000.0,375263000.0,390967000.0,124026000.0,7254715000.0,6306550000.0,6331947000.0,517257000.0,922768000.0,6306550000.0,12916000.0,190274000.0,-8077000.0,-398044000.0,323631000.0,115861000.0,182197000.0,0.044271070607184014,0.06199380009672501,0.059503690607384,0.0592725023983,0.0406,1.5807,0.4036,-0.6253,7113572000.0,-5940980000.0,0.0643,0.0828,0.0828,0.1489,0.1447,0.1384,0.0034,0.1837,0.0653,0.0487,Financial Services,1,30.531198536428537
MN,201527000.0,-0.1904,201527000.0,149759000.0,149759000.0,51768000.0,22939000.0,3587000.0,3587000.0,0.25,0.25,15040347.0,14164037.0,1.0,0.123,0.114,0.018000000000000002,24738000.0,22975000.0,48525000.0,0.1138,0.0178,78262000.0,148666000.0,168873000.0,5407000.0,205180000.0,44172000.0,66820000.0,-38424000.0,160281000.0,42560000.0,1763000.0,56421000.0,-1352000.0,-30559000.0,-48419000.0,-22557000.0,55069000.0,0.98219612047958,3.823,3.7128271303088,1.7717558634428998,0.0676,10.812668999999996,0.7431,-0.7669,200351000.0,102053000.0,-0.1904,0.245,-0.4197,-0.6132,-0.6032,-0.5968,0.0053,-0.371,-0.0699,-0.0624,Financial Services,0,-47.59402164087492
Y,6424655000.0,0.0479,1153281000.0,1014102000.0,1033521000.0,119760000.0,26331000.0,90133000.0,90133000.0,5.85,5.85,15389970.0,15389970.0,0.1795,0.038,0.017,0.014,244430000.0,109401000.0,100492000.0,0.0041,0.014,838375000.0,1416429000.0,4097225000.0,125337000.0,25384317000.0,2338670000.0,16763724000.0,5091282000.0,8514063000.0,2182294000.0,135029000.0,445735000.0,0.0,-155120000.0,-64372000.0,244284000.0,452510000.0,0.25309544471888,1.7519466192323,1.6933825635938,0.3584836680677501,0.01,4.9453,0.1578,0.0,24590375000.0,-12666499000.0,-0.2591,-0.8492,-0.8358,-0.8027,-0.8024,-0.8023,0.0,-0.4379,0.0685,0.2548,Financial Services,1,8.799397177952462
AFH,177579000.0,0.1322,18102000.0,47202000.0,60415000.0,-42313000.0,512000.0,2646000.0,2365000.0,0.2,0.19,12023295.0,12045519.0,0.2412,0.016,0.0087,0.013,2928000.0,-42313000.0,2646000.0,0.0029,0.0149,45615000.0,45615000.0,200789000.0,24439000.0,482503000.0,348102000.0,391858000.0,-110535000.0,90645000.0,339691000.0,1390000.0,26472000.0,-14053000.0,-15909000.0,5164000.0,7534000.0,-10011000.0,0.36803708992483,0.5768108198171801,0.57322566374224,0.13103917817191998,0.0112,0.0719,0.2658,-6.239800000000001,475632000.0,-191069000.0,-0.5774,-4.097372999999999,-3.7367320000000004,-0.8329,-0.8305,-0.8319,-0.0403,4.897032000000001,0.1391,0.1276,Financial Services,0,-61.74940757209304
HTBI,107298000.0,0.1177,107298000.0,59969000.0,90259000.0,17039000.0,17039000.0,11847000.0,11847000.0,0.66,0.65,18947176.0,17379487.0,1.0,0.221,0.1588,0.11,23678000.0,17039000.0,11847000.0,0.1588,0.1104,86985000.0,214108000.0,233252000.0,69966000.0,3206533000.0,2293696000.0,2808886000.0,191660000.0,397647000.0,2293696000.0,6639000.0,15115000.0,-2426000.0,-106756000.0,126030000.0,34389000.0,12689000.0,0.033462309603550004,0.10169263930355,0.10833911730238,0.037923508607941,0.027000000000000003,1.2759,0.5589,-0.3654,3173722000.0,-2124449000.0,0.1177,0.0417,0.0417,0.0341,0.0154,0.0,0.0199,-0.4774,0.1799,0.056,Financial Services,1,2.0993131007702277
RIF,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-14.9280367767707
CTR,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-27.08261491926217
MFL,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-8.187370727836228
VKQ,53658000.0,-0.0573,53549000.0,809113405.9172217,1148513122.5742679,2670000.0,2670000.0,339680483.3679877,347856641.0809938,0.05,0.05,55000000.0,130783919.19353797,0.998,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.0498,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,20000000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,37000000.0,-91138646.95378238,-580086549.8434863,-38000000.0,938929045.7406827,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,-0.0573,0.21337782640949543,-0.9374,0.033284151824817414,-0.9351,-0.9351,0.0,-0.1591,0.14458343188405798,0.10215001497005988,Financial Services,0,-6.104769648250944
WSBC,369149000.0,0.1311,369149000.0,211471000.0,220860000.0,148289000.0,148289000.0,94482000.0,94482000.0,2.15,2.14,44033267.0,44003208.0,1.0,0.43,0.4017,0.256,158730000.0,148289000.0,94482000.0,0.4017,0.2559,117572000.0,137398000.0,180317000.0,130722000.0,9816178000.0,7238939000.0,8420857000.0,651357000.0,1395321000.0,7238939000.0,10441000.0,141626000.0,-6035000.0,-77375000.0,-74849000.0,-10598000.0,135591000.0,0.037606184402932,0.03346421244006233,0.027951061921830042,0.016241606677443,0.053,1.499,0.5729,-0.578,9226914000.0,-8240540000.0,0.1311,0.2602,0.2602,0.0906,-0.0046,-0.0093,0.0984,0.1507,0.0026,0.1259,Financial Services,0,-7.228188541520858
PFBC,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,80480000.0,427482851.2590517,339680483.3679877,48932000.0,3.39,3.38,15000000.0,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,3770000000.0,5566258509.464586,12719552936.727278,140000000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-1360000.0,-580086549.8434863,487806000.0,151492000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3481,0.366,0.314,0.3203,0.0362,0.37196270000000003,0.1701,0.10215001497005988,Financial Services,0,-24.558785980001694
LX,843740779.9274,0.3506,199530229.7461,92070737.6058,127634824.6675,71895405.0786,71732013.3011,36328899.6372,3928960.0967,0.0695,0.0544,32809996.977,17173635.7316,0.2365,0.0154,0.0985,0.0008,85996825.8767,83146311.971,36328899.6372,0.085,0.0431,255199062.8779,255199062.8779,1925383313.1802,9541263.6034,2226357920.1935,1943944981.8622,1969174425.6348,-68100211.6082,257183494.5586,287405532.0436,2850513.9057,251258313.1802,-5720072.5514,-753921251.5115,666808948.0048,163665507.8597,245538240.6288,0.37897804853142,0.1496,1.0372407111656,0.13127895349869,0.004,10.812668999999996,0.1091,-2.0067,2226357920.1935,-43791112.4546,1.3018,5.233846999999995,4.660001999999988,1.1224,1.1201,1.094,0.3363,3.594,0.7731,0.379,Financial Services,0,-58.06824976227091
MFNC,41354000.0,0.1283,41354000.0,25689000.0,30336000.0,11018000.0,11018000.0,5479000.0,5479000.0,0.87,0.87,6294930.0,6294930.0,1.0,0.325,0.2664,0.132,13444000.0,11018000.0,5479000.0,0.2664,0.1325,50800000.0,64174000.0,54358000.0,16290000.0,985367000.0,817998000.0,903967000.0,19711000.0,81400000.0,817998000.0,2426000.0,15744000.0,0.0,-22510000.0,-2563000.0,-9329000.0,16350000.0,0.041968119492534,0.0664524852139,0.078452514553825,0.06210284132724001,0.0557,2.8735,0.6212,0.0,977751000.0,-849609000.0,0.1283,0.6284,0.6284,0.2222,0.2083,0.2083,0.0085,4.897032000000001,0.0019,0.1174,Financial Services,0,-9.895004691835815
CHI,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-11.242803729770472
